"first_name","last_name","hire_date"
"Eckart","Gunderson","11/2/1989"
"Flemming","Kading","4/12/1989"
"Vugranam","Clemencon","8/17/1989"
"Valery","Angel","7/28/1989"
"Nathalie","Grandbois","2/19/1989"
"Kazuhisa","Nitto","11/22/1989"
"Elrique","Dalphin","6/10/1989"
"Yuichiro","Lampe","2/18/1989"
"Dulce","Fordan","7/29/1989"
"Dharmaraja","Jervis","3/25/1989"
"Nalini","Yeung","6/8/1989"
"Pintsang","Kornyak","2/16/1989"
"Jinya","Saoudi","10/27/1989"
"Xumin","Kossowski","3/9/1989"
"Werner","Ratzlaff","12/20/1989"
"Snehasis","Madeira","2/12/1989"
"Odoardo","Gire","9/27/1989"
"Lein","Maccarone","8/30/1989"
"Heeju","Munos","4/20/1989"
"Shigeichiro","Speek","3/31/1989"
"Urs","Axelband","10/23/1989"
"Tesuro","Brendel","9/14/1989"
"Duke","Millington","9/16/1989"
"Valeska","Esteva","5/17/1989"
"Xiping","Lambe","3/24/1989"
"Holgard","Krone","12/31/1989"
"Aron","Varker","4/18/1989"
"Adamantios","Schapire","4/14/1989"
"Kerhong","Hoogerwoord","7/21/1989"
"Ingemar","Lammel","11/18/1989"
"Mingzeng","Oxenboll","11/2/1989"
"Zeydy","Kalloufi","7/28/1989"
"Mani","Honglei","5/6/1989"
"Adamantios","Muniz","1/25/1989"
"Lijie","Jakobus","3/29/1989"
"Kwee","Nilsson","9/11/1989"
"Guiseppe","Pillow","12/26/1989"
"Monique","Openshaw","7/26/1989"
"Howell","Boyle","9/13/1989"
"Danny","Joslin","10/19/1989"
"Ghassan","Hellwagner","3/31/1989"
"Danae","Steinauer","8/19/1989"
"Gianluca","Garnham","1/7/1989"
"Gita","Gihr","7/14/1989"
"Maia","Miara","12/31/1989"
"Rasikan","Billingsley","5/25/1989"
"Alassane","Rothe","3/25/1989"
"Xianlong","Shumilov","8/10/1989"
"Fabrizio","Morton","9/5/1989"
"Demos","Kadhim","6/1/1989"
"Teunis","Kitsuregawa","10/13/1989"
"Serap","Grospietsch","5/3/1989"
"Jinxi","Pileggi","3/2/1989"
"Tse","Parfitt","1/23/1989"
"Jolita","Bouloucos","1/28/1989"
"Yaghout","Fadgyas","8/16/1989"
"Bangqing","Coullard","6/30/1989"
"Chinho","Picel","11/12/1989"
"Mohammed","Sinitsyn","9/24/1989"
"Anyuan","Jeansoulin","10/25/1989"
"Jinpo","Masand","7/16/1989"
"Ramalingam","Polupanov","10/18/1989"
"Poorav","Hedayat","7/17/1989"
"Josyula","Boreale","2/1/1989"
"Gudjon","Frezza","9/12/1989"
"Tiina","Thombley","11/1/1989"
"Sashi","Gajiwala","1/30/1989"
"Luerbio","Heyers","3/17/1989"
"Radhakrishnan","Schieder","4/24/1989"
"George","Sessa","4/2/1989"
"Kwangyoen","Rassart","3/27/1989"
"Haldun","Baez","11/3/1989"
"Mats","Sevcikova","9/17/1989"
"Navin","Herath","4/21/1989"
"Manibrata","Smailagic","10/8/1989"
"Mariusz","Percebois","3/13/1989"
"Geoff","Tchuente","6/15/1989"
"Satoru","Chenoweth","12/1/1989"
"Hongzhu","Clouatre","6/12/1989"
"Xiaoheng","Kaminger","4/11/1989"
"Marsal","Olivero","4/12/1989"
"Martien","Hainaut","5/28/1989"
"Cristinel","Heuter","4/1/1989"
"Ekawit","Buescher","7/11/1989"
"Gad","Brickell","12/25/1989"
"Jaroslava","Frijda","1/18/1989"
"Poorav","Slobodova","5/3/1989"
"Aleksandar","Rebaine","4/8/1989"
"Maya","Maquelin","8/3/1989"
"TRUE","Ushiama","7/31/1989"
"Kellie","Shackell","7/30/1989"
"Doowon","Vendrig","2/18/1989"
"Rance","Lukaszewicz","1/11/1989"
"Leon","Bratsberg","7/31/1989"
"Diederik","Pillow","3/23/1989"
"Teunis","Ulupinar","12/23/1989"
"Trygve","Wroclawski","1/11/1989"
"Matt","Ginesta","7/29/1989"
"Kellie","Schicker","5/4/1989"
"Aamer","Baaleh","8/6/1989"
"Adas","Murthy","8/11/1989"
"Marie","Duclos","12/3/1989"
"Goh","Kirkerud","7/18/1989"
"Honesty","Birjandi","9/28/1989"
"Nakhoon","Slutz","5/2/1989"
"Willard","Stranks","1/12/1989"
"Weicheng","Junet","3/24/1989"
"Mario","Kirkerud","9/11/1989"
"Kerhong","Lammel","5/21/1989"
"Debatosh","Magliocco","6/25/1989"
"Sanjit","Luca","7/28/1989"
"Aamer","Schlumberger","4/10/1989"
"Yongqiao","Benveniste","4/29/1989"
"Augustine","Pulkowski","2/19/1989"
"Kristinn","Pocchiola","8/9/1989"
"Carrsten","Baranowski","8/26/1989"
"Naftaly","Chepyzhov","6/11/1989"
"Moss","Zeidenstein","11/27/1989"
"Mahendra","Maquelin","9/4/1989"
"Chuanyi","Xiaoshan","7/22/1989"
"Keung","Khasidashvili","3/22/1989"
"Xiadong","Crabtree","7/16/1989"
"Tonny","Gischer","1/13/1989"
"Jingling","Redmiles","2/26/1989"
"Bikash","Merkl","12/18/1989"
"Brewster","Furudate","8/16/1989"
"Itzchak","Karcich","9/12/1989"
"Yoshimitsu","Beetstra","4/9/1989"
"Jagoda","Badr","12/29/1989"
"Kannan","Rissanen","1/26/1989"
"Mani","Kamble","4/23/1989"
"Karlis","Frolund","5/29/1989"
"Djelloul","Muntz","11/4/1989"
"Yucel","Markovitch","2/16/1989"
"Kazuhiko","Siegrist","2/12/1989"
"Sashi","Versino","5/8/1989"
"Zhenhua","Beilner","4/16/1989"
"Visit","Kambil","2/3/1989"
"Girolamo","Nitsch","12/11/1989"
"Teruyuki","Luks","2/7/1989"
"Samphel","Aingworth","1/4/1989"
"Mona","Moffat","8/1/1989"
"Peer","Stentiford","11/20/1989"
"Fan","Morris","8/12/1989"
"Rimli","Taubenfeld","7/15/1989"
"Djelloul","Morrey","7/25/1989"
"Valter","Lunt","5/30/1989"
"Jolita","Yavatkar","9/6/1989"
"Shuky","Iivonen","5/28/1989"
"Stevo","Cichocki","12/25/1989"
"Gererd","Stranks","5/29/1989"
"Rajmohan","Fiutem","11/4/1989"
"Subbu","Ermel","7/14/1989"
"Vitaly","Veccia","10/29/1989"
"Ibibia","Badache","12/28/1989"
"Kazuyasu","Raoux","8/19/1989"
"Neelam","Tyugu","2/24/1989"
"Rosalyn","Shihab","2/22/1989"
"Eishiro","Penz","5/19/1989"
"Yinlin","Wilharm","7/7/1989"
"Danil","Peck","11/14/1989"
"Hatsukazu","Demeyer","1/4/1989"
"Bojan","Badache","1/19/1989"
"Xianlong","Peres","11/3/1989"
"Ingemar","Plessier","3/4/1989"
"Baocai","Linares","5/4/1989"
"Nimmagadda","Axelband","2/21/1989"
"Limsoon","Leppanen","3/11/1989"
"Roded","Monkewich","12/16/1989"
"Apostol","Milicia","4/1/1989"
"Ziyad","Melter","6/9/1989"
"Hugo","Gopalakrishnan","12/6/1989"
"Zvonko","Silva","10/13/1989"
"Aruna","DuCasse","1/2/1989"
"Mads","Middleton","3/22/1989"
"Shuky","Shigei","11/30/1989"
"Erez","Mungall","2/23/1989"
"Goh","Iivonen","10/7/1989"
"Remco","Barbanera","12/8/1989"
"Mabry","Desikan","1/22/1989"
"Manton","Butterworth","5/3/1989"
"Heon","Lieblein","2/13/1989"
"Subhrajyoti","Basart","10/19/1989"
"Ennio","Stanfel","11/11/1989"
"Gilbert","Picci","2/5/1989"
"Srinidhi","Anick","11/26/1989"
"Holgard","Sluis","6/28/1989"
"Rasikan","Leslie","2/22/1989"
"Jiakeng","Pellegrinelli","9/5/1989"
"Pintsang","Malinowski","4/14/1989"
"Keiichiro","Acton","12/19/1989"
"Kristin","Dulay","5/26/1989"
"Manohar","Vernadat","2/17/1989"
"Tsuneo","Skrikant","8/18/1989"
"Satyanarayana","Lampe","11/27/1989"
"Leif","Christ","8/12/1989"
"Nathalie","Stasinski","9/30/1989"
"Yahiko","Narlikar","12/16/1989"
"Moie","Cairo","1/12/1989"
"Dmitry","Angot","3/23/1989"
"Akeno","Baik","6/13/1989"
"Jinpo","Levasseur","10/26/1989"
"Sungwon","Rissland","3/20/1989"
"Chenyi","Itzigehl","10/31/1989"
"Lijia","Brattka","3/3/1989"
"Jingling","Andreotta","7/29/1989"
"Arch","Maliniak","6/23/1989"
"Tadahiro","Chinal","7/2/1989"
"Berthier","Rouquie","5/22/1989"
"Toshimitsu","Silva","3/30/1989"
"Dayanand","Itzigehl","3/2/1989"
"Christoph","Pezzoli","1/6/1989"
"Youssef","Schapire","4/13/1989"
"Trygve","Kitai","12/11/1989"
"Ioana","Kavvadias","1/27/1989"
"Lihong","Gulak","10/31/1989"
"Zeydy","Mitina","9/20/1989"
"Yakichi","Mersereau","6/15/1989"
"Khatoun","Thummel","10/27/1989"
"Sadok","Segond","12/1/1989"
"Karoline","Buchter","12/23/1989"
"Emran","Lemarechal","11/30/1989"
"Manu","Mitzlaff","9/22/1989"
"Shaunak","Farris","5/1/1989"
"Chaoyi","Siepmann","11/15/1989"
"Sukumar","Rajcani","4/20/1989"
"Mohamadou","Schaaf","12/22/1989"
"Sanjit","Dratva","11/5/1989"
"Horward","Weedon","9/27/1989"
"Divine","Kusalik","10/12/1989"
"Indrajit","Alblas","9/16/1989"
"Mats","Teitelbaum","7/4/1989"
"Percy","Ebeling","2/19/1989"
"Tzvetan","Diderrich","9/15/1989"
"Junichi","Mattern","3/3/1989"
"Zhenbing","Sigstam","3/25/1989"
"Shalesh","Backhouse","2/15/1989"
"Vidar","Claffy","10/17/1989"
"Gretta","Driscoll","9/20/1989"
"Mingsen","Engberts","4/15/1989"
"Gio","Kaiser","10/23/1989"
"Joydip","Zhiwei","4/24/1989"
"Mong","Heping","10/27/1989"
"Genki","Varker","5/16/1989"
"TRUE","Bamford","6/27/1989"
"Fayez","Farrag","3/1/1989"
"Yongmao","Pouyioutas","8/24/1989"
"Shao","Stellhorn","2/16/1989"
"Shahid","Beilner","10/10/1989"
"Udo","Fandrianto","6/18/1989"
"Mahmut","Iivonen","9/24/1989"
"Mary","Delaune","1/1/1989"
"Sajjad","Burnard","10/18/1989"
"Chanjung","Lamparter","10/16/1989"
"Subhrajyoti","Krupka","5/27/1989"
"Diederik","Navazio","4/30/1989"
"Arunas","Ballarin","3/8/1989"
"Nahla","Silva","6/5/1989"
"Yuriy","Gyimothy","8/13/1989"
"Saniya","Akazan","4/23/1989"
"Masami","Alencar","5/25/1989"
"Pragnesh","Borovoy","4/4/1989"
"Vasilii","Aumann","2/13/1989"
"Rasiah","Montresor","3/11/1989"
"Susanta","Verhoeff","4/16/1989"
"Greger","Schwartzburd","5/9/1989"
"Georg","Rosar","9/18/1989"
"Kensei","Luce","12/13/1989"
"Herb","Osgood","7/7/1989"
"Arvind","Kavanagh","12/19/1989"
"Jianhui","Matheson","1/8/1989"
"Mikhail","Sadowsky","6/2/1989"
"Stein","Uchoa","10/17/1989"
"Hugh","Tagansky","5/28/1989"
"Mountaz","Cannane","7/31/1989"
"Khun","Kuszyk","10/16/1989"
"Shuzo","Plavsic","8/27/1989"
"Ult","Cunliffe","1/4/1989"
"Insup","Fritzsche","7/14/1989"
"Chinya","Jiafu","2/20/1989"
"Keiichiro","Feldmann","6/28/1989"
"Shigeo","Plessier","1/26/1989"
"Bedir","Zaumen","1/24/1989"
"Hitofumi","Merkl","2/18/1989"
"Tetsurou","Calkin","7/19/1989"
"Nakhoon","Syang","6/10/1989"
"Shmuel","Ramalingam","4/6/1989"
"Sachio","McAffer","7/28/1989"
"Aris","Shumilov","6/13/1989"
"Kwangyoen","Felder","3/6/1989"
"Nathan","Makrucki","7/21/1989"
"Xuejun","Middleton","9/9/1989"
"Xiaoshan","Uhrik","2/24/1989"
"Valter","Percebois","7/1/1989"
"Mountaz","Matteis","3/4/1989"
"Koldo","Staudhammer","11/17/1989"
"Adel","Zlotek","7/8/1989"
"Moty","Wendorf","4/30/1989"
"Byong","Koshiba","6/25/1989"
"Yefim","Hennings","5/12/1989"
"Joydip","Nicolson","3/4/1989"
"Xiaoshan","Awdeh","4/20/1989"
"Matk","Yurek","1/17/1989"
"Soenke","Lieberherr","1/10/1989"
"Aamer","Azuma","12/10/1989"
"Guther","Szmurlo","6/9/1989"
"Mana","Setia","3/7/1989"
"Marin","Jiafu","3/2/1989"
"Boaz","Ambroszkiewicz","3/27/1989"
"Anestis","Morrow","11/14/1989"
"Mostafa","Delgrossi","11/21/1989"
"Jongsuk","Badache","4/5/1989"
"Maria","Porenta","1/13/1989"
"Taiji","Mahnke","4/20/1989"
"Jianhui","Rosti","8/1/1989"
"Shigeu","Restivo","3/18/1989"
"Masasuke","Roison","7/14/1989"
"Neven","Lorie","3/5/1989"
"Ebbe","Ligten","2/23/1989"
"Rafols","Kalloufi","1/25/1989"
"DeForest","Schapiro","5/11/1989"
"Genevieve","Baig","10/19/1989"
"Harngdar","Reinhard","11/14/1989"
"Atilio","Conte","12/13/1989"
"Hercules","Waterhouse","5/9/1989"
"Odoardo","Malinowski","6/11/1989"
"Arif","Antonakopoulos","12/2/1989"
"Uriel","Sommen","1/9/1989"
"Elvis","Birke","11/8/1989"
"Masali","Clouatre","2/15/1989"
"Nechama","Giaccio","10/23/1989"
"Troy","Taubman","10/3/1989"
"Claude","Terlouw","9/27/1989"
"Tiina","Masamoto","8/10/1989"
"Shmuel","Zweizig","2/11/1989"
"Subhankar","Denis","2/21/1989"
"Torsten","Narwekar","9/11/1989"
"Magy","Braunmuhl","6/25/1989"
"Rafols","Boissier","4/8/1989"
"Moty","Rikino","10/13/1989"
"Paloma","Dolinsky","1/9/1989"
"Yishay","Kusakabe","5/16/1989"
"Leon","Pell","7/4/1989"
"Rayond","Levasseur","3/3/1989"
"Chenxi","Haddadi","9/11/1989"
"Eishiro","Claffy","3/24/1989"
"Baocai","Karnin","4/20/1989"
"Lorien","Erez","10/4/1989"
"Nimmagadda","Hiraishi","12/28/1989"
"Remko","Bisiani","9/17/1989"
"Jacopo","Barreiro","8/24/1989"
"Mamdouh","Gunderson","12/12/1989"
"Subbu","Hemaspaandra","8/18/1989"
"Jianwen","Godskesen","7/31/1989"
"Fuqing","Flowers","11/14/1989"
"Fabrizio","Katiyar","7/18/1989"
"Reuven","Radivojevic","10/21/1989"
"Xinan","Ranum","5/29/1989"
"Kitty","Sevcikova","1/16/1989"
"Sajjad","Bardell","10/29/1989"
"Kerhong","Markovitch","12/22/1989"
"Fen","Kruskal","1/10/1989"
"Rosita","Rodiger","5/3/1989"
"Hitomi","Kaminger","9/23/1989"
"Bernice","Peral","6/14/1989"
"Yongdong","Fargier","12/20/1989"
"Kenton","Piveteau","1/18/1989"
"Jeane","Juneja","8/10/1989"
"Dietrich","Kilgore","7/8/1989"
"Ziya","Maquelin","1/5/1989"
"Jessie","Simmel","9/20/1989"
"Hercules","Salvesen","2/12/1989"
"Teiji","Magalhaes","6/2/1989"
"Shaowei","Benzaken","12/1/1989"
"Baocai","Vural","6/14/1989"
"Vivian","Edelhoff","9/26/1989"
"Sailaja","Gaughan","11/18/1989"
"Irena","Suermann","4/4/1989"
"Zejun","Sankaranarayanan","6/8/1989"
"Kazuhide","Chaudhury","6/8/1989"
"Piyawadee","Ranka","2/2/1989"
"Kellyn","Manders","4/12/1989"
"Filipe","Gyorkos","1/20/1989"
"Dekang","Mawatari","5/11/1989"
"Odysseas","Pulkowski","10/23/1989"
"Weiye","Geffroy","9/16/1989"
"Aamod","Speel","10/29/1989"
"Moss","Reghbati","4/4/1989"
"Amabile","Brookman","5/28/1989"
"Lunjin","Liesche","11/7/1989"
"Hidekazu","Jervis","2/10/1989"
"Henk","Dahlbom","10/8/1989"
"Nechama","Maliniak","7/6/1989"
"Syozo","Honiden","9/23/1989"
"Jianhao","Vesel","4/21/1989"
"Muneo","Garnham","11/11/1989"
"Dipankar","Munos","3/10/1989"
"Mariusz","Perin","12/22/1989"
"Frederique","Swen","9/8/1989"
"Val","Baaz","6/1/1989"
"Hatsukazu","Breugel","3/9/1989"
"Lene","Kusakari","9/24/1989"
"Berni","Verspoor","8/11/1989"
"Gro","Anger","9/10/1989"
"Takahiro","Casperson","10/15/1989"
"Srinidhi","Kemmerer","1/30/1989"
"Gully","Plump","8/5/1989"
"Kerhong","Kadhim","10/29/1989"
"Shichao","Ginneken","7/31/1989"
"Mitsuyuki","Dulli","9/7/1989"
"Susanna","Vidal","11/15/1989"
"Subhrajyoti","Kroon","10/15/1989"
"Masaki","Kroft","7/15/1989"
"Lansing","Butner","3/9/1989"
"Juichirou","Lanphier","7/19/1989"
"Bingning","Pollacia","7/17/1989"
"Mayuko","Braccini","9/7/1989"
"Pascal","Kaiserswerth","10/24/1989"
"Limsoon","Werthner","5/8/1989"
"Harjit","Valiente","9/22/1989"
"Akeel","Huxford","6/30/1989"
"Cristinel","Siepmann","5/19/1989"
"Ewing","Zuberek","1/9/1989"
"Adas","Soicher","2/25/1989"
"Narain","Boguraev","8/26/1989"
"Phule","Wilharm","2/13/1989"
"Mohammed","Rando","1/29/1989"
"Hideyuki","Raoux","6/9/1989"
"Khun","Stellhorn","5/17/1989"
"Arlette","Georg","9/22/1989"
"Xuejun","Perng","5/20/1989"
"Hyuckchul","Guerreiro","10/20/1989"
"Chiranjit","Veccia","7/13/1989"
"Renee","Tokunaga","1/7/1989"
"Divier","Suomi","2/27/1989"
"Kotesh","Larfeldt","7/12/1989"
"Heon","Meszaros","5/2/1989"
"Cathie","Pocchiola","7/11/1989"
"Luerbio","Kirkerud","6/1/1989"
"Ingmar","Eickenmeyer","12/24/1989"
"Kaijung","Leivant","5/30/1989"
"Shahab","Gire","7/9/1989"
"Sanjay","Perfilyeva","4/14/1989"
"Mantis","Chelton","7/13/1989"
"Shushma","Blokdijk","11/8/1989"
"Jaroslava","Thummel","6/18/1989"
"Horward","Rando","9/24/1989"
"Jaihie","Daescu","11/15/1989"
"Kousuke","Peris","9/29/1989"
"Tomofumi","Bugaenko","7/19/1989"
"Adil","Hiltgen","10/15/1989"
"Lene","Hebert","11/16/1989"
"Munehiro","Besselaar","9/20/1989"
"Udaiprakash","Chaudhury","6/20/1989"
"Weiru","Sethi","10/20/1989"
"Vishv","Billawala","8/9/1989"
"Chuanyi","Schiettecatte","11/19/1989"
"Perry","Butner","5/25/1989"
"Shooichi","Zultner","11/8/1989"
"Annemarie","Cyre","8/10/1989"
"Yoshinari","Spieker","5/12/1989"
"Temple","Servi","3/4/1989"
"Eben","Porotnikoff","6/5/1989"
"Susuma","Gornas","11/9/1989"
"Utpal","Hardjono","7/16/1989"
"Jacqueline","Rando","7/10/1989"
"Shigeo","Luff","8/6/1989"
"Kristina","Katiyar","3/23/1989"
"Reinhard","Ramsey","8/18/1989"
"Eberhardt","Coney","8/21/1989"
"Abdelwaheb","Prochazka","1/8/1989"
"Leen","Falck","10/27/1989"
"Arve","Lorin","7/3/1989"
"Moon","Blokdijk","8/20/1989"
"Shridhar","Vigier","3/19/1989"
"Vishwani","Zaiane","6/27/1989"
"Rasikan","Vendrig","11/15/1989"
"Leucio","Botman","1/10/1989"
"Chanjung","Undy","12/25/1989"
"Adil","Maierhofer","3/16/1989"
"Renee","Ullian","4/5/1989"
"Supot","Lindenbaum","3/19/1989"
"Owen","Esposito","5/7/1989"
"Isamu","Sooriamurthi","12/21/1989"
"Mahmut","Bolotov","7/29/1989"
"Garnik","Ginesta","7/8/1989"
"Idoia","Zhang","8/23/1989"
"Niclas","McAlpine","2/4/1989"
"Jianhui","Zeidenstein","8/25/1989"
"Eckart","Schoegge","8/27/1989"
"Sadun","Peron","3/17/1989"
"Feiyu","England","4/4/1989"
"Eben","Rissanen","8/27/1989"
"Zhaofang","Kriebel","8/1/1989"
"Fumiyo","Marrevee","8/8/1989"
"Paraskevi","Slaats","4/21/1989"
"Josyula","Verhaegen","4/4/1989"
"Mabry","Hashii","6/3/1989"
"Radoslaw","Rajcani","1/27/1989"
"Shaunak","Terekhov","11/28/1989"
"Ayakannu","Sommer","9/15/1989"
"Lakshmi","Strehl","7/21/1989"
"Nechama","Yemenis","2/13/1989"
"Cordelia","Coorg","5/17/1989"
"Marek","Pero","1/31/1989"
"Carrsten","Vidya","1/15/1989"
"Khun","Wegerle","8/4/1989"
"Abdulah","Plump","6/14/1989"
"Parviz","Georgatos","12/10/1989"
"Mary","Wynblatt","8/18/1989"
"Beshir","Dulay","1/4/1989"
"Kitty","Birrer","2/18/1989"
"Masadi","Lienhardt","2/3/1989"
"Moti","Menhardt","2/8/1989"
"Martins","Chenoweth","4/20/1989"
"Pranas","Backhouse","1/25/1989"
"Werner","Trogemann","9/18/1989"
"Fun","Melton","11/11/1989"
"Martina","Werthner","10/3/1989"
"Pranjal","Edelhoff","5/18/1989"
"Rajmohan","Welham","11/17/1989"
"Zhonghua","Piveteau","1/18/1989"
"Chenyi","Schoegge","10/27/1989"
"Oguz","Ranta","2/9/1989"
"Janalee","Terekhov","9/5/1989"
"Adas","Lorin","10/30/1989"
"Herb","Neimat","1/13/1989"
"Gay","Kranzdorf","3/31/1989"
"Denny","Dehkordi","1/14/1989"
"Sham","Bolotov","8/31/1989"
"Gou","Anick","2/17/1989"
"Eishiro","Sifakis","10/13/1989"
"Mechthild","Stanger","4/14/1989"
"Nitsan","Sundgren","7/28/1989"
"Arie","Bhattacharjee","8/8/1989"
"Peer","Albarhamtoshy","4/11/1989"
"Reinhard","Ratnaker","10/16/1989"
"Sahrah","Isaak","8/8/1989"
"Bartek","Peak","6/24/1989"
"Ute","Boguraev","10/12/1989"
"Dzung","Tagansky","4/29/1989"
"Tonny","Collavizza","3/30/1989"
"Kokou","Peyn","12/12/1989"
"Gor","Honiden","11/11/1989"
"Adas","Binkley","10/22/1989"
"Gunilla","Matheson","2/10/1989"
"Tran","Peral","12/14/1989"
"Tadanori","Guerreiro","6/13/1989"
"Shigenori","Pehl","9/25/1989"
"Shan","Vidya","9/14/1989"
"Mingdong","Flexer","12/4/1989"
"Somnath","Vanwelkenhuysen","4/9/1989"
"Kirk","Akazan","10/7/1989"
"Insup","Rossi","2/18/1989"
"Subir","Savasere","3/22/1989"
"Junichi","Alvarado","3/9/1989"
"Pranav","Skrikant","1/31/1989"
"Chiradeep","Langford","6/17/1989"
"JiYoung","Cronan","12/7/1989"
"Carrsten","Simmel","7/23/1989"
"Susumu","Swiss","5/7/1989"
"Shuky","Ghemri","12/21/1989"
"Visit","Dusink","7/19/1989"
"Selwyn","Baezner","4/8/1989"
"Aksel","Siegrist","12/5/1989"
"Honglan","Garigliano","10/28/1989"
"Danai","Luga","11/13/1989"
"Heeju","Pardalos","1/15/1989"
"Zhilian","Erez","10/28/1989"
"Marlo","Nivat","7/10/1989"
"Sangeeta","Mattern","3/14/1989"
"Ramzi","Badache","9/22/1989"
"Masamitsu","Porotnikoff","2/2/1989"
"Domenick","Worfolk","1/2/1989"
"Anestis","Salvesen","5/4/1989"
"Sibyl","Bazzichi","6/11/1989"
"Val","Khalil","4/13/1989"
"Shaibal","Stassinopoulos","10/14/1989"
"Georg","Staylopatis","11/23/1989"
"Hugo","Collette","1/2/1989"
"Mitchel","Gyimothy","10/11/1989"
"Shaunak","Luit","2/11/1989"
"Gad","Farrar","7/29/1989"
"Mohua","Escriba","5/19/1989"
"Cordelia","Dulin","12/14/1989"
"Mari","Peris","8/11/1989"
"Nathan","Andreotta","12/5/1989"
"Keung","Waterhouse","4/11/1989"
"Goncalo","Ramamoorthy","12/3/1989"
"Tsutomu","Bain","11/15/1989"
"Kristine","Monkewich","8/25/1989"
"Deniz","Kitai","4/13/1989"
"Shahar","Lupu","8/27/1989"
"Sailaja","Chiola","2/19/1989"
"Keiichiro","Gruenwald","11/12/1989"
"Emran","Emmart","5/8/1989"
"Gita","Rothenberg","2/19/1989"
"Pranav","Puppe","1/4/1989"
"Duro","Mahnke","5/13/1989"
"Muneo","Maraist","10/7/1989"
"Shahab","Koshiba","10/10/1989"
"Shahab","Lorin","12/10/1989"
"Dinah","Bisiani","12/21/1989"
"Sanjay","Gini","11/10/1989"
"Angel","Setia","6/28/1989"
"Fen","Schach","1/12/1989"
"Jaroslava","Sluis","2/28/1989"
"Ramalingam","Renear","4/30/1989"
"Aloke","Bressoud","8/2/1989"
"Anneli","Baezner","12/28/1989"
"Kensyu","Gopalakrishnan","9/17/1989"
"Noritoshi","Schieder","12/2/1989"
"Godehard","Tibblin","1/15/1989"
"JoAnna","Penttonen","3/20/1989"
"Aram","Schneeberger","6/2/1989"
"Gritta","Kushnir","11/11/1989"
"Tooru","Karlin","10/9/1989"
"Baoqiu","Verhoeff","7/8/1989"
"Chiranjit","Fioravanti","12/25/1989"
"Apostol","Delgrande","12/3/1989"
"Fox","Peternell","6/20/1989"
"Apostol","Bouloucos","2/3/1989"
"Bezalel","Iisaku","10/30/1989"
"Teruyuki","Rathonyi","7/13/1989"
"Akeno","Jansch","12/22/1989"
"Josyula","Schwaller","5/11/1989"
"Shuji","Remmers","9/29/1989"
"Teiji","Lienhardt","3/26/1989"
"Werner","Matteis","2/14/1989"
"Marit","Perin","9/29/1989"
"Samphel","Chandrasekhar","10/26/1989"
"Gian","Awdeh","10/18/1989"
"Premsyl","Businaro","10/11/1989"
"Sadun","Fiutem","8/18/1989"
"Zissis","Kaminger","2/27/1989"
"Hongzhu","Kalsbeek","9/21/1989"
"Utz","Pagter","3/7/1989"
"Parviz","Birjandi","12/17/1989"
"Elgin","Barvinok","2/9/1989"
"Dulce","Showalter","1/5/1989"
"Geoffrey","Heydon","6/30/1989"
"Odinaldo","Kakkad","5/22/1989"
"Akeno","Wrigley","1/18/1989"
"Amstein","Zuberek","9/12/1989"
"Cheong","Itzigehl","4/28/1989"
"Erzsebet","Syrzycki","12/16/1989"
"Heejo","Pollock","9/13/1989"
"Leucio","Haraldson","3/29/1989"
"Domenico","Simmen","11/22/1989"
"Shim","Bael","2/13/1989"
"Constantino","Genther","1/21/1989"
"Nitsan","Schiper","8/26/1989"
"Shay","Ossenbruggen","11/2/1989"
"Kayoko","Bellone","2/10/1989"
"Heejo","Sundgren","9/30/1989"
"Lillian","Jording","4/4/1989"
"Roded","McFarlan","7/30/1989"
"Demin","Baja","3/19/1989"
"Alassane","Schurmann","3/9/1989"
"Kitty","Standera","8/8/1989"
"Chikako","Ranst","4/10/1989"
"Bikash","Bail","6/22/1989"
"Gro","Constantine","8/19/1989"
"Kish","Murtagh","4/3/1989"
"Manu","Perng","12/21/1989"
"Demin","Sooriamurthi","10/13/1989"
"Collette","Dayana","9/8/1989"
"Mahendra","Spelt","1/25/1989"
"Sanjeeva","Boissier","7/5/1989"
"Subbu","Schnelling","6/11/1989"
"Jaewon","Pezzoli","12/3/1989"
"Hiroyasu","Ashish","12/8/1989"
"Alair","Trachtenberg","9/23/1989"
"Jiakeng","Lung","8/1/1989"
"Zorica","Brodie","9/29/1989"
"Slavian","Karcich","2/14/1989"
"Gen","Emmart","10/19/1989"
"Gaetan","Veldwijk","9/16/1989"
"Bojan","England","10/29/1989"
"Akhilish","Rosis","4/20/1989"
"Chriss","Petereit","9/26/1989"
"Gritta","Pintelas","5/28/1989"
"Sumali","Naudin","5/24/1989"
"Rance","Varman","2/2/1989"
"Carrsten","Birge","8/18/1989"
"Adas","Masaki","4/30/1989"
"Boaz","Passino","2/1/1989"
"Peternela","Serra","4/9/1989"
"Yahiko","Ohori","11/25/1989"
"Goetz","Malinowski","12/21/1989"
"Toshimitsu","Goldhammer","12/13/1989"
"Parviz","Riefers","5/28/1989"
"Zdislav","Yurov","1/29/1989"
"Dante","Provine","7/3/1989"
"Deniz","Poujol","12/16/1989"
"Dekang","Bolotov","5/23/1989"
"Lenore","Denna","1/3/1989"
"Nishit","Harllee","10/11/1989"
"Yakkov","Bashian","3/4/1989"
"Mabo","Pargaonkar","1/27/1989"
"Bezalel","Mikschl","5/5/1989"
